timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text,scenario_id,scenario_name,stress_type,ai_risk_score,ai_price_spike_score,ai_load_pressure_score,ai_renewable_curtailment_score,ai_recommended_storage_bias,ai_event_summary,ai_explanation,ai_provider,ai_model
2025-01-13 00:00:00,广东省,2.7138,0.0,372.6021,28.275,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 00:15:00,广东省,2.8807,0.003,370.4355,28.606,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 00:30:00,广东省,2.774,0.0198,340.564,28.729,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 00:45:00,广东省,2.6237,0.0,352.8898,28.65,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 01:00:00,广东省,2.9373,0.0,403.6744,28.975,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 01:15:00,广东省,2.8905,0.0,392.9828,28.727,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 01:30:00,广东省,2.8142,0.0196,367.1249,29.467,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 01:45:00,广东省,2.8592,0.0011,344.5651,29.136,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 02:00:00,广东省,2.8658,0.0421,338.24,28.608,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 02:15:00,广东省,2.7178,0.0048,385.6204,29.569,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 02:30:00,广东省,2.7515,0.0273,357.3352,29.481,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 02:45:00,广东省,2.6534,0.0252,379.8517,28.97,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 03:00:00,广东省,2.6772,0.0,377.1456,28.929,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 03:15:00,广东省,2.8818,0.0025,338.437,29.372,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 03:30:00,广东省,2.7989,0.0,372.407,29.642,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 03:45:00,广东省,2.7367,0.0,409.3953,29.262,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 04:00:00,广东省,2.5967,0.0,411.8592,29.781,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 04:15:00,广东省,2.7799,0.0,364.7238,28.182,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 04:30:00,广东省,2.8041,0.0,303.7964,28.841,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 04:45:00,广东省,2.624,0.0295,378.634,29.035,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 05:00:00,广东省,2.6994,0.025,411.2723,29.297,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 05:15:00,广东省,2.8319,0.0138,364.9791,29.375,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 05:30:00,广东省,2.8774,0.0,382.9005,28.532,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 05:45:00,广东省,2.6154,0.0,393.0791,28.829,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 06:00:00,广东省,2.7274,0.0,417.4585,29.123,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 06:15:00,广东省,2.7986,0.0294,358.0035,29.026,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 06:30:00,广东省,2.8909,0.1237,345.211,30.107,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 06:45:00,广东省,2.9237,0.1284,318.8513,29.932,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 07:00:00,广东省,2.7169,0.2596,357.4198,30.128,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 07:15:00,广东省,2.7404,0.3665,324.7878,29.947,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 07:30:00,广东省,2.6681,0.3161,332.332,29.505,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 07:45:00,广东省,2.6799,0.4766,323.6804,30.626,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 08:00:00,广东省,2.7522,0.5777,319.9914,30.842,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 08:15:00,广东省,2.8362,0.6872,311.5194,31.914,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 08:30:00,广东省,2.8534,0.7236,312.5386,30.788,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
2025-01-13 08:45:00,广东省,2.8589,0.7976,240.4541,30.26,正常运行,Status: Normal,V3,冬季负电价-午间弱光伏,neg_price_noon_winter,0.2,0.3,0.4,0.3,0.0,正常运行，温度适中，电价平稳，无异常事件。,系统处于正常运行状态，温度28.3°C，电价372.6元/MWh，无尖峰或弃风弃光压力，储能建议中性。,openai_compatible,deepseek-chat
