timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text
2024-07-01 00:00:00,广东省,3.3792,0.0,385.7788,30.3,正常运行,Status: Normal
2024-07-01 00:15:00,广东省,3.3907,0.0626,368.4767,30.225,正常运行,Status: Normal
2024-07-01 00:30:00,广东省,3.1992,0.0,389.1259,30.15,正常运行,Status: Normal
2024-07-01 00:45:00,广东省,3.4785,0.1185,370.1159,30.075,正常运行,Status: Normal
2024-07-01 01:00:00,广东省,3.4067,0.0,315.1055,30.0,正常运行,Status: Normal
2024-07-01 01:15:00,广东省,3.4237,0.0034,376.9056,29.95,正常运行,Status: Normal
2024-07-01 01:30:00,广东省,3.4785,0.066,351.6112,29.9,正常运行,Status: Normal
2024-07-01 01:45:00,广东省,3.6288,0.0624,380.7219,29.85,正常运行,Status: Normal
2024-07-01 02:00:00,广东省,3.3862,0.0,383.1344,29.8,正常运行,Status: Normal
2024-07-01 02:15:00,广东省,3.5453,0.0,413.7914,29.8,正常运行,Status: Normal
2024-07-01 02:30:00,广东省,3.4364,0.0,387.5893,29.8,正常运行,Status: Normal
2024-07-01 02:45:00,广东省,3.3961,0.0,367.7196,29.8,正常运行,Status: Normal
2024-07-01 03:00:00,广东省,3.1691,0.0,390.1872,29.8,正常运行,Status: Normal
2024-07-01 03:15:00,广东省,3.3274,0.0488,350.2087,29.8,正常运行,Status: Normal
2024-07-01 03:30:00,广东省,3.3519,0.0,360.0615,29.8,正常运行,Status: Normal
2024-07-01 03:45:00,广东省,3.6784,0.0,366.917,29.8,正常运行,Status: Normal
2024-07-01 04:00:00,广东省,3.3107,0.0,408.1343,29.8,正常运行,Status: Normal
2024-07-01 04:15:00,广东省,3.2334,0.1014,385.6256,29.8,正常运行,Status: Normal
2024-07-01 04:30:00,广东省,3.2047,0.0,363.5083,29.8,正常运行,Status: Normal
2024-07-01 04:45:00,广东省,3.4817,0.0,432.1753,29.8,正常运行,Status: Normal
2024-07-01 05:00:00,广东省,3.5477,0.0215,358.0227,29.8,正常运行,Status: Normal
2024-07-01 05:15:00,广东省,3.2351,0.0,342.9976,29.925,正常运行,Status: Normal
2024-07-01 05:30:00,广东省,3.5089,0.0,391.0648,30.05,正常运行,Status: Normal
2024-07-01 05:45:00,广东省,3.5065,0.0038,372.9632,30.175,正常运行,Status: Normal
2024-07-01 06:00:00,广东省,3.4251,0.0457,391.3046,30.3,正常运行,Status: Normal
2024-07-01 06:15:00,广东省,3.3729,0.1289,400.7855,30.35,正常运行,Status: Normal
2024-07-01 06:30:00,广东省,3.6505,0.1093,357.5265,30.4,正常运行,Status: Normal
2024-07-01 06:45:00,广东省,3.6658,0.2017,349.1162,30.45,正常运行,Status: Normal
2024-07-01 07:00:00,广东省,3.613,0.4005,364.4839,30.5,正常运行,Status: Normal
2024-07-01 07:15:00,广东省,3.3987,0.3882,377.2077,30.575,正常运行,Status: Normal
2024-07-01 07:30:00,广东省,3.5395,0.6178,349.6225,30.65,正常运行,Status: Normal
2024-07-01 07:45:00,广东省,3.4653,0.7624,365.0548,30.725,正常运行,Status: Normal
2024-07-01 08:00:00,广东省,3.6909,0.8542,359.8343,30.8,正常运行,Status: Normal
2024-07-01 08:15:00,广东省,3.5591,1.1887,401.2343,30.925,正常运行,Status: Normal
2024-07-01 08:30:00,广东省,3.5351,1.2662,340.6786,31.05,正常运行,Status: Normal
2024-07-01 08:45:00,广东省,3.6002,1.4472,376.5945,31.175,正常运行,Status: Normal
2024-07-01 09:00:00,广东省,3.6229,1.7731,349.1721,31.3,正常运行,Status: Normal
2024-07-01 09:15:00,广东省,3.5533,1.9768,375.1573,31.9,正常运行,Status: Normal
2024-07-01 09:30:00,广东省,3.7894,2.1904,330.7523,32.5,正常运行,Status: Normal
2024-07-01 09:45:00,广东省,3.4977,2.4895,351.4102,33.1,正常运行,Status: Normal
2024-07-01 10:00:00,广东省,3.7018,3.3521,343.2307,33.7,正常运行,Status: Normal
2024-07-01 10:15:00,广东省,3.4049,3.3762,328.883,33.675,正常运行,Status: Normal
2024-07-01 10:30:00,广东省,3.671,3.3229,344.703,33.65,正常运行,Status: Normal
2024-07-01 10:45:00,广东省,3.6418,3.3811,288.6887,33.625,正常运行,Status: Normal
2024-07-01 11:00:00,广东省,3.6546,3.2864,316.6515,33.6,正常运行,Status: Normal
2024-07-01 11:15:00,广东省,3.8212,3.4319,294.6431,33.3,正常运行,Status: Normal
2024-07-01 11:30:00,广东省,3.6288,3.3805,325.6512,33.0,正常运行,Status: Normal
2024-07-01 11:45:00,广东省,3.7142,3.3699,304.54,32.7,正常运行,Status: Normal
2024-07-01 12:00:00,广东省,3.78,3.4241,340.6957,32.4,新能源消纳,调度公告提示午间新能源消纳压力增大，建议提升储能充电能力。
2024-07-01 12:15:00,广东省,3.6396,3.6561,336.6447,32.75,正常运行,Status: Normal
2024-07-01 12:30:00,广东省,3.8283,3.6395,307.582,33.1,正常运行,Status: Normal
2024-07-01 12:45:00,广东省,3.9546,3.7983,350.1844,33.45,正常运行,Status: Normal
2024-07-01 13:00:00,广东省,3.7423,3.8522,284.7456,33.8,正常运行,Status: Normal
2024-07-01 13:15:00,广东省,3.8636,3.8629,315.9178,33.975,正常运行,Status: Normal
2024-07-01 13:30:00,广东省,3.716,3.7352,344.5181,34.15,正常运行,Status: Normal
2024-07-01 13:45:00,广东省,3.8692,3.7118,332.0613,34.325,正常运行,Status: Normal
2024-07-01 14:00:00,广东省,3.7348,3.7097,334.6149,34.5,正常运行,Status: Normal
2024-07-01 14:15:00,广东省,4.0396,3.1361,336.8439,34.375,正常运行,Status: Normal
2024-07-01 14:30:00,广东省,3.9835,3.0574,347.6848,34.25,正常运行,Status: Normal
2024-07-01 14:45:00,广东省,3.7467,2.9505,316.22,34.125,正常运行,Status: Normal
2024-07-01 15:00:00,广东省,4.2822,2.8172,379.0618,34.0,正常运行,Status: Normal
2024-07-01 15:15:00,广东省,3.9752,2.7038,406.2836,33.8,正常运行,Status: Normal
2024-07-01 15:30:00,广东省,3.8505,2.4646,390.8141,33.6,正常运行,Status: Normal
2024-07-01 15:45:00,广东省,3.983,2.3392,351.4831,33.4,正常运行,Status: Normal
2024-07-01 16:00:00,广东省,3.9139,2.0917,425.5354,33.2,正常运行,Status: Normal
