timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text
2024-07-01 00:00:00,广东省,3.551,0.0241,354.008,30.3,正常运行,Status: Normal
2024-07-01 00:15:00,广东省,3.4732,0.0,411.6527,30.225,正常运行,Status: Normal
2024-07-01 00:30:00,广东省,3.3441,0.0,374.2819,30.15,正常运行,Status: Normal
2024-07-01 00:45:00,广东省,3.4998,0.0538,406.6554,30.075,正常运行,Status: Normal
2024-07-01 01:00:00,广东省,3.5531,0.0032,378.9908,30.0,正常运行,Status: Normal
2024-07-01 01:15:00,广东省,3.2606,0.0,373.6338,29.95,正常运行,Status: Normal
2024-07-01 01:30:00,广东省,3.5041,0.0,335.1499,29.9,正常运行,Status: Normal
2024-07-01 01:45:00,广东省,3.426,0.0708,360.9845,29.85,正常运行,Status: Normal
2024-07-01 02:00:00,广东省,3.2818,0.0512,368.16,29.8,正常运行,Status: Normal
2024-07-01 02:15:00,广东省,3.2736,0.0,366.581,29.8,正常运行,Status: Normal
2024-07-01 02:30:00,广东省,3.489,0.0,379.1133,29.8,正常运行,Status: Normal
2024-07-01 02:45:00,广东省,3.3323,0.0,386.4806,29.8,正常运行,Status: Normal
2024-07-01 03:00:00,广东省,3.2301,0.0178,358.273,29.8,正常运行,Status: Normal
2024-07-01 03:15:00,广东省,3.48,0.0,393.1489,29.8,正常运行,Status: Normal
2024-07-01 03:30:00,广东省,3.5362,0.0573,379.4362,29.8,正常运行,Status: Normal
2024-07-01 03:45:00,广东省,3.3589,0.099,336.4289,29.8,正常运行,Status: Normal
2024-07-01 04:00:00,广东省,3.5502,0.0,363.3522,29.8,正常运行,Status: Normal
2024-07-01 04:15:00,广东省,3.4565,0.0,412.5315,29.8,正常运行,Status: Normal
2024-07-01 04:30:00,广东省,3.313,0.0063,346.8871,29.8,正常运行,Status: Normal
2024-07-01 04:45:00,广东省,3.4581,0.0,330.834,29.8,正常运行,Status: Normal
2024-07-01 05:00:00,广东省,3.5686,0.0079,405.3358,29.8,正常运行,Status: Normal
2024-07-01 05:15:00,广东省,3.477,0.0,357.429,29.925,正常运行,Status: Normal
2024-07-01 05:30:00,广东省,3.5045,0.0826,397.1677,30.05,正常运行,Status: Normal
2024-07-01 05:45:00,广东省,3.6325,0.0114,397.5788,30.175,正常运行,Status: Normal
2024-07-01 06:00:00,广东省,3.4849,0.0307,372.2848,30.3,正常运行,Status: Normal
2024-07-01 06:15:00,广东省,3.3448,0.1088,396.1986,30.35,正常运行,Status: Normal
2024-07-01 06:30:00,广东省,3.2066,0.0615,337.6903,30.4,正常运行,Status: Normal
2024-07-01 06:45:00,广东省,3.4811,0.2382,371.2002,30.45,正常运行,Status: Normal
2024-07-01 07:00:00,广东省,3.3153,0.3351,421.0386,30.5,正常运行,Status: Normal
2024-07-01 07:15:00,广东省,3.3789,0.4498,417.9027,30.575,正常运行,Status: Normal
2024-07-01 07:30:00,广东省,3.3626,0.6442,410.4525,30.65,正常运行,Status: Normal
2024-07-01 07:45:00,广东省,3.5219,0.7018,306.5328,30.725,正常运行,Status: Normal
2024-07-01 08:00:00,广东省,3.4876,0.7815,323.9898,30.8,正常运行,Status: Normal
2024-07-01 08:15:00,广东省,3.5294,1.0007,325.9281,30.925,正常运行,Status: Normal
2024-07-01 08:30:00,广东省,3.5481,1.2624,413.9807,31.05,正常运行,Status: Normal
2024-07-01 08:45:00,广东省,3.4372,1.4876,327.9797,31.175,正常运行,Status: Normal
2024-07-01 09:00:00,广东省,3.5936,1.7762,346.2225,31.3,正常运行,Status: Normal
2024-07-01 09:15:00,广东省,3.418,1.9787,342.5338,31.9,正常运行,Status: Normal
2024-07-01 09:30:00,广东省,3.5899,2.302,320.2313,32.5,正常运行,Status: Normal
